smiles,value
CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,5.34
CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,5.78
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,8.37
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCNC1,6.76
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCOC1,7.085
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,5.51
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,6.36
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,5.14
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1,5.42
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CCC1CCCNC1,5.89
CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,5.85
CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,5.82
COc1cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1F,5.51
CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,5.09
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,4.0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,4.0
COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,5.97
CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6.55
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,6.92
COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.59
COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,7.26
COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,5.94
COc1ccc(-c2nn(C3CCNC3)c3ncnc(N)c23)cc1O,6.06
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.96
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,4.0
COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,4.0
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,6.26
CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,8.0
CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,5.25
Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1,5.8
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,4.92
Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,5.36
Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,5.96
CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,6.02
CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,4.89
CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.92
CC(C)n1nc(-c2ccc3ncnc(O)c3c2)c2c(N)ncnc21,5.09
CC(C)n1nc(-c2ccc3nc(O)ccc3c2)c2c(N)ncnc21,4.0
Nc1ncnc2c1c(-c1ccc3nc(O)ccc3c1)nn2C1CCCC1,4.0
CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,5.29
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,4.3
CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,5.16
Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.0
Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,4.85
CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.31
CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,4.72
Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,4.0
Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.03
CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,7.72
CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,7.12
Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,8.05
CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,6.15
Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,6.76
CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,6.53
Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,6.39
CC(C)n1nc(-c2ccc3c(N)[nH]nc3c2)c2c(N)ncnc21,5.2
CC(C)n1nc(-c2ccc3c[nH]nc3c2)c2c(N)ncnc21,6.38
Nc1ncnc2c1c(-c1ccc3c[nH]nc3c1)nn2C1CCCC1,6.48
CC(C)n1nc(-c2cc(F)c3c[nH]nc3c2)c2c(N)ncnc21,6.67
Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,4.96
CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.33
Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,6.87
CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,5.66
CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.16
Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,5.38
CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,6.82
CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,6.08
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,5.54
Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,5.91
CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3[nH]c(O)nc3c2)c2c(N)ncnc21,4.89
CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,4.0
CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,4.68
CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,5.79
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.95333333333333
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,7.61942857142857
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,5.65
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,7.87
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,6.51
COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,5.16
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,5.49
COc1ccc2cc(-c3[nH]nc4cccnc34)[nH]c2c1,6.51
CC(=O)NCC1CCC(c2nc(-c3cc4ccccc4[nH]3)c3c(N)nccn23)CC1,5.38
CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,7.36
CC1(C)c2cc(C3CCN(C4COC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,7.0
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,5.2
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,6.20666666666667
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,8.846
Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCCC1CN1CCCC1,6.06
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,6.34
COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,8.14375
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,7.75
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,5.68
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.28
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,8.52111111111111
O=C(c1ccc(C=Cc2[nH]nc3ccccc23)cc1)N1CCNCC1,6.92
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,7.7
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)O)c(C)c34)ccc2[nH]1,7.69333333333333
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,9.01142857142857
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,6.66
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.5
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,6.07
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,6.715
Nc1nc(Nc2ccc(C3CCC(N4CCOCC4)CC3)cc2)nn1-c1ccccn1,7.07
N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,7.3
